Name	Sentence	Keywords
Vegeta	Vegeta is introduced as a member of the race.	"appearances, dragon, ball"
Vegeta	"He travels to Earth with his partner List of Dragon Ball characters#Nappa to use the Dragon Balls to wish for immortality. Nappa easily fights off Earth's heroes and kills Tien Shinhan, Chiaotzu, Yamcha, and Piccolo (Dragon Ball) in the process."	"dragon, ball, nappa"
Vegeta	Goku then arrives after completing his training with Kai-sama.	"goku, arrives, completing"
Vegeta	"Goku easily defeats Nappa who is then killed by Vegeta, for the shame of being defeated by a low class Saiyan such as Goku."	"goku, easily, defeats"
Vegeta	"Vegeta fights Goku and is severely beaten by Goku's Kaioken technique, forcing him to resort to his Ozaru form to overpower Goku, the first time he has ever transformed in single combat, but he is unable to beat the rest of the heroes due to his sustained injuries from Goku, Gohan, Krillin and Yajirobe."	"goku, vegeta, fights"
Vegeta	"Exhausted and on the brink of death, he barely escapes with his life and is further humiliated by the fact that Goku pleaded with Krillin to spare his life. Vegeta then travels to planet Namek in an attempt to wish for immortality using that planet's Dragon Balls, Earth's Dragon Balls having ceased to exist following Piccolo's death, cutting the tyrant Frieza off from making the same wish in the process. Upon arrival, Vegeta manages to kill many of Frieza's henchmen and also mercilessly destroys a defenseless Namekian village for their Dragon Ball."	"dragon, ref, toriyama"
Vegeta	"Later on Vegeta is forced to team up with Gohan, Goku, Piccolo, and Krillin so they can fight off the Ginyu Force and later Frieza."	"later, vegeta, forced"
Vegeta	He also kills most members of the Ginyu Force after they are weakened by Goku.	"also, kills, members"
Vegeta	"Ultimately, he is severely beaten and mortally wounded by Frieza; as he dies, he begs Goku to avenge him and all the other Saiyans whom he was their prince."	"ultimately, severely, beaten"
Vegeta	"Vegeta is later unintentionally revived with a wish to revive all of Frieza's victims from the Dragon Balls from Earth, and is subsequently sent to Earth with another wish so that he will survive Namek's impending explosion."	"wish, earth, vegeta"
Vegeta	Vegeta later learns that Goku defeated Frieza and managed to flee Namek in time. [[File:Vegeta First.PNGthumbleftVegeta's first few appearances in the anime depicted him with a radically different color scheme.	"ref, toriyama, first"
Vegeta	]]<!-- Please don't remove this image from this article as it help prove that Vegeta looked drastically in his first three appearances in the anim.	"please, remove, image"
Vegeta	"--> After Frieza's final defeat, Vegeta chooses to stay on Earth to await Goku's return and has a son named Trunks (Dragon Ball) with Bulma.{{Cite episodetrans-"	"ball, ref, dragon"
Vegeta	!episode-series-	"ball, link, dragon"
Vegeta	"Afterwards, Vegeta ascends beyond the Super Saiyan level while training with Future Trunks, a version of his son from an alternate timeline, in the and pummels the artificial life form Cell (Dragon Ball) after he has absorbed Android 17."	"cell, afterwards, vegeta"
Vegeta	"Vegeta's overconfidence leads him to allow Cell to absorb Android 18, upon which Cell achieves his third ""perfect"" form."	"cell, vegeta, overconfidence"
Vegeta	"After Vegeta fails to defeat Perfect Cell, he is forced to participate in Cell's martial arts tournament known as the Cell Games, in which he makes a crucial intervention so Gohan (Dragon Ball) can overpower and defeat Cell in his Super Perfect form. Seven years later, Vegeta allows himself to be consumed by Babidi's evil power for his own desire to become powerful enough to fight and defeat Goku."	"cell, ref, toriyama"
Vegeta	The M on Vegetaƒ??s forehead stands for Majin.	"vegeta, forehead, stands"
Vegeta	It is a seal put by Babidi to indicate that he controls Vegeta in a certain way.	"seal, put, babidi"
Vegeta	It was placed through black magic.	"placed, black, magic"
Vegeta	He knew that he was powerful enough to resist mind control.{{Cite web	"knew, powerful, enough"
Vegeta	access-archive-archive-url-	"url, https, sheepbay"
Vegeta	"Vegeta then faces Majin Buu alone and ends up sacrificing himself in an attempt to defeat Buu, dedicating his sacrifice to Bulma, Trunks, and also Goku. With all other fighters dead or absorbed, Vegeta is allowed to recover his body and returns to Earth to help Goku, the last warrior remaining, against the threat of Buu."	"buu, vegeta, goku"
Vegeta	"He reluctantly combines bodies with Goku using the Potara earrings, to create the fused warrior Vegito, who completely overwhelms Buu with his strength. Eventually, Vegito allows himself to be absorbed into Buu's body to free the other heroes absorbed by Buu, but this leads to the splitting of the fusion. Goku and Vegeta manage to free their allies who have been absorbed by Buu, causing him to undergo a final transformation, which results in his return to his original Kid Buu form."	"ref, toriyama, akira"
Vegeta	"On the Kai-shin's planet, after getting revived once more thanks to the Namekian Dragon Balls, Vegeta battles Buu again to buy time for Goku to gather energy for the Genki Dama, which he uses to defeat Majin Buu once and for all."	"buu, kai, shin"
Vegeta	"It is during this fight that Vegeta finally admits Goku as both his superior and friend. Ten years later, at the next World Martial Arts Tournament, Vegeta is among those who witnesses Goku's battle with Buu's human reincarnation, Uub, and later bids Goku farewell as Goku departs with Uub to his village to train him as his successor."	"goku, vegeta, ref"
Vegeta	"In Dragon Ball Z: Battle of Gods, Vegeta tries to appease Beerus so that he will not destroy the Earth and briefly surpasses Goku because of a power boost induced by rage by Beerus slapping Bulma; he then later participates in a ritual to transform Goku into a Super Saiyan god and watches him fight the god of destruction, and in Dragon Ball Z: Resurrection 'F, Vegeta trains off planet with Whis and returns to Earth to combat the resurrected Frieza, being killed by him when he destroys the Earth, which is reversed by Whis, allowing Goku in the nick of time to finish the tyrant off with a Kamehameha wave, in which Vegeta moves out of range. After the latter two films and anime adaptation in Dragon Ball Super, Vegeta participates in a tournament where he defeats Frost,{{cite episode"	"dragon, ball, ref"
Vegeta	Vegeta's All-Out Battle	"ref, vegeta, battle"
Vegeta	Vegeta's Explosion of Rage!	"ref, vegeta, explosion"
Vegeta	Vegeta vs the Saiyan of Universe 6	"universe, ref, vegeta"
Vegeta	Meet the Assassin Hit!	"meet, assassin, hit"
Vegeta	!	"date, april, 2016"
Vegeta	"He is then reunited with Future Trunks and begins training to fight the evil Goku Black, also training Trunks for the fight. Vegeta travels to the future to counter Goku Black, but is defeated{{cite episode"	"ref, trunks, future"
Vegeta	The Appearance of Super Saiyan Rose!	"appearance, super, saiyan"
Vegeta	!	"ref, date, august"
Vegeta	Dragon Ball Super.	"dragon, ball, super"
Vegeta	Episode 57.	episode
Vegeta	"September 4, 2016. Vegeta heals and returns to the future for a rematch. Failing to defeat Goku Black before traveling to the present, where he trains, giving him enough strength to best Goku Black in their next encounter.{{cite episode"	"ref, goku, black"
Vegeta	Praise Him!	praise
Vegeta	Fusion Zamasu's Explosive Birth	"zamasu, ref, fusion"
Vegeta	The Ultimate Power of the Absolute God	"ultimate, power, absolute"
Vegeta	Vegeta later aids Trunks in defeating Zamasu.{{cite episode	"vegeta, later, aids"
Vegeta	The Miraculous Power of a Relentless Warrior!	"ref, arale, miraculous"
Vegeta	A Ridiculous Battle Will End the Earth?	"ridiculous, battle, end"
Vegeta	!	"ref, date, december"
Vegeta	The All-Universe Martial Arts Tournament!!	"universe, martial, arts"
Vegeta	!	"date, february, 2017"
Vegeta	Vegeta decides to enter in the Tournament of Power in order to protect his family.	"vegeta, decides, enter"
Vegeta	During the tournament Vegeta is successful in knocking out numerous fighters.	"tournament, vegeta, successful"
Vegeta	"He knocks out Toppo, who achieved the power of a God of Destruction, and then aids Goku in fighting the last remaining member of Universe 11, Jiren."	"knocks, toppo, achieved"
Vegeta	It is during his fight with Jiren and Toppo that Vegeta breaks his limits by his own accord.	"fight, jiren, toppo"
Vegeta	"With two minutes remaining in the tournament, Jiren knocks Vegeta out, who then tearfully sends the last of his remaining power to Goku."	"remaining, two, minutes"
Vegeta	"In the film Dragon Ball Super: Broly, Vegeta and Goku battle Frieza's newest recruit, the Saiyan Broly, but he proves too powerful for either of them."	"broly, film, dragon"
Vegeta	"Left with no other options, Vegeta learns the fusion dance and fuses with Goku, becoming Gogeta and stopping Broly's rampage. After these events, Vegeta and Goku had been recruited by the Galactic Patrol to stop the wicked warlock Moro, who escaped along with his comrades."	"vegeta, goku, broly"
Vegeta	"They confront and fail to defeat him, suffering wounds from the battle."	"confront, fail, defeat"
Vegeta	Vegeta resolves to go to Yardrat to train and obtain a means to stop Moro.	"vegeta, resolves, yardrat"
Vegeta	"Returning after having used Shunkan Ido, Vegeta takes away Moro's stolen life energy and revives the victims of Namek in an act of redemption using a new technique."	"returning, used, shunkan"
Vegeta	"He maintains the upper-hand, savagely beating the warlock until the tide turns against his favour when Moro absorbs one of his comrades to bolster his power, beating Vegeta into unconsciousness."	"beating, maintains, upper"
Vegeta	"When Moro starts absorbing the Earth's energy after having merged with it, a healed up Vegeta arrives just in time to aid Goku by not only fissioning the energy out of him to prevent him from hiding his weakpoint, but also by personally gathering the necessary energy from the other Dragon Team members and Oob to send it to Goku for him to channel his Ultra Instinct powers one more time and kill Moro (while saving the planet) for good."	"energy, moro, time"
Vegeta	"Later on, Vegeta and Goku were invited by the alien beings called the Heeters into defeating the powerful Cerealean sniper named Granolah."	"later, vegeta, goku"
Vegeta	"He engages Granolah in battle after he defeats Goku in his Ultra Instinct state, and gains the upper-hand using the power of Destroyer Gods in a new form he labels Ultra Ego, in opposition to his rival's Ultra Instinct, that he achieved during training with Beerus, but is beaten in turn after Granolah unleashes his true power. After the Namekian, Monaito, intervenes, he confirms to Goku about the identity of his father, Bardock."	"ultra, granolah, goku"
Vegeta	"After the Heeter, Gas, shows up in order to settle a grudge on the Cerealean, Vegeta, in a show of stubborn pride, gives Granolah a senzu bean so he can fight Gas."	"gas, heeter, shows"
Vegeta	"Later, he and Goku struggle against the powerful Heeter and are beaten, but are saved at the last moment by the unexpected arrival of Frieza, who proceeds to murder Gas and Elec for their betrayal."	"later, goku, struggle"
Vegeta	"He beats Vegeta and Goku down in one blow upon unveiling his new powers, but ultimately spares them."	"beats, vegeta, goku"
Vegeta	"In Dragon Ball Super: Super Hero, Vegeta trains with Goku and Broly on Beerus' planet, where he attempts to learn the ways Jiren uses to efficiently use his power."	"super, dragon, ball"
Vegeta	He spars with Goku without transformations or energy attacks.	"spars, goku, without"
Vegeta	"He is unable to get contacted because of Beerus' ice cream cup obstructing Whis' staff, leaving the situation on Earth to be handled by Piccolo and whoever associates he can enlist."	"unable, get, contacted"
Vegeta	"In the post-credits scene, exhausted, Vegeta lands the last blow on Goku, triumphantly declaring himself the winner, much to the boredom of Cheelai and comically moved emotion from Broly and Lemo."	"post, credits, scene"
Vegeta	"In filler episodes of Dragon Ball Z, set during the Saiyan arc, Vegeta and Nappa travel to Arlia while in space, being hailed as a hero after saving the people there."	"ref, dragon, ball"
Vegeta	"After leaving, Vegeta destroys the planet from space."	"leaving, vegeta, destroys"
Vegeta	"After the Namek arc, Vegeta travels across space in an ultimately unsuccessful attempt at finding Goku, defeating remnants of Frieza's army."	"namek, arc, vegeta"
Vegeta	"After the Buu arc, Vegeta attends a gathering with the other heroes."	"buu, arc, vegeta"
Vegeta	"In addition, Vegeta appears in six of the non-canonical Dragon Ball Z movies; in the Dragon Ball Z: The Return of Cooler, Vegeta comes to Goku's aid against Meta-Cooler, foiling his attempt at powering the Big Gete Star with their energy by overloading it; in the Dragon Ball Z: Super Android 13, Vegeta appears to aid the others in combating a new wave of androids, destroying Android 15; in the Dragon Ball Z: Broly ƒ?? The Legendary Super Saiyan, Vegeta shows hesitation in fighting Broly due to his immense strength in his true form, though he overcomes it in time to supply Goku with his energy, contributing to Broly's defeat; in the Dragon Ball Z: Bojack Unbound, Vegeta withdraws from attending a tournament, disillusioned by Goku's death, but comes to help Trunks when believing he is in danger; in the Dragon Ball Z: Fusion Reborn, after having a difficult time with Janemba, Vegeta fuses with Goku to form Gogeta who destroys Janemba easily; in the Dragon Ball Z: Wrath of the Dragon, Vegeta fights Hirudegarn after he steps on his home; In the anime sequel Dragon Ball GT, Vegeta is confronted by a Baby-possessed Gohan."	"dragon, ball, ref"
Vegeta	"Baby possessed Vegeta during their battle despite strong resistance by Vegeta,{{cite episode"	"vegeta, baby, possessed"
Vegeta	Vegeta Possessed	"vegeta, ref, possessed"
Vegeta	Super Saiyan 3 Fails!	"super, saiyan, fails"
Vegeta	!	"ref, date, november"
Vegeta	Son Goku Becomes A Super Saiyan 4!	"son, goku, becomes"
Vegeta	!	"baby, ref, date"
Vegeta	"At Last, Bebi Is Annihilated"	"ref, android, last"
Vegeta	The Two #17s Unite	"two, ref, super"
Vegeta	Giant Ape Vegeta on the Rampage	"ref, giant, ape"
Vegeta	Goku Saves The Universe	"goku, dragon, ball"
Vegeta	"In several games, Vegeta is capable of transforming into a Super Saiyan 3, first introduced in Dragon Ball Z: Raging Blast. In the 2003 game Dragon Ball Z: Budokai 2, Vegeta can be absorbed by Boo as one of the alternate forms exclusive to the game. In the 2010 arcade game Dragon Ball: Heroes, Vegeta bests Super 17 before and after he merges with Android 18. A Time Breaker-possessed version of Vegeta also appears in the game. In the 2015 game Dragon Ball: Xenoverse, Vegeta serves as a mentor to the player character, teaching Galic Gun, Final Barrage, Shine Shot and Final Flash. He has also appeared in other non Dragon Ball-related video games, such as Jump Super Stars, Jump Ultimate Stars, and even in the Dragon Ball Z/One Piece/Naruto crossover game Battle Stadium D.O.N."	"ref, dragon, ball"
Vegeta	"Vegeta has made several appearances in other manga, one of which is in Akira Toriyama's Dragon Ball self-parody Neko Majin, where he battles the titular character."	"vegeta, made, several"
Vegeta	"In the Dragon Ball and One Piece crossover, Cross Epoch, Vegeta is re-imagined as a captain of a crew of air pirates which includes Trunks, Usopp, and Nico Robin."	"dragon, ball, one"
Vegeta	"On September 15, 2006, Vegeta made a guest appearance in a chapter of the Kochira Katsushika-ku Kameari Ken-mae Hashutsujo manga, Super Kochikame, entitled . Vegeta appears in the Karate Shoukoushi Kohinata Minoru manga in Chapter 178."	"chapter, kochira, ken"
Vegeta	Two characters go to a restaurant that features live Muay Thai boxing and Vegeta is in the background cheering.	"two, characters, restaurant"
Vegeta	He also makes a single panel appearance in Toriyama's 2014 Dragon Ball Minus: The Departure of the Fated Child special. He is also had an appearance in the newest Dragon Ball Super and Dragon Ball Heroes.	"dragon, ball, also"
Vegeta	"Vegeta has also been the victim of parody: the Weekly Shnen Jump Gag Special 2005 issue released on November 12, 2004, featured a Bobobo-bo Bo-bobo one-shot Dragon Ball parody manga."	"parody, vegeta, also"
Vegeta	"The manga was a humorous retelling of the battle between Goku and Vegeta initial battle; Jelly Jiggler was Goku and Don Patch was Vegeta. Vegeta has made two contributions to music: in the eighth installment of Dragon Ball Z Hit Song Collection Series entitled Dragon Ball Z Hit Song Collection 8: Character Special 2, Vegeta sings the song ""Vegeta-sama no Oryori Jigoku!!""."	"vegeta, song, dragon"
Vegeta	"The song focuses of Vegeta cooking a special Okonomiyaki, and in Dragon Ball Kai: Song Collection he sings the song ""Saiyan Blood"", which he brags about how great he is. Other Dragon Ball-related songs that center around Vegeta are ""Koi no Nazonazo"" by Kuko and Tricky Shirai which focuses on his and Bulma's relationship and ""Ai wa Ballad no Y ni~Vegeta no Theme~"" by Shin Oya which represents Vegeta's reflections on his life and then current family. Up until his tail was cut off, Vegeta could turn into a gigantic monkey-like creature called an {{nihongo?zaru†??‡?¨lit."	"ref, song, vegeta"
Vegeta	"""Great Ape""}} by looking at a full moon, an ability common of all Saiyans with tails.{{Cite episode trans-"	"ref, title, name"
Vegeta	A Final Technique with Everything on the Line episode-series-	"ball, link, series"
Vegeta	"He also has the ability to use , which enables him to fly. Constant training and his Saiyan heritage have given him vast superhuman strength, durability, speed, and reflexes. Vegeta can increase his physical capabilities and flight speed many fold if he directs ki into them."	"ref, name, firstvj"
Vegeta	Vegeta is known to give names for his various energy attacks.	"vegeta, known, give"
Vegeta	"In his early appearance, Vegeta is seen to use attacks similar to several of the protagonists of the series, such as a {{nihongoDestructo Disc‘ø?†??‘?ªKienzanlit."	"early, appearance, vegeta"
Vegeta	"Ki Disk Razor}}, a laser-like disk capable of cutting through solid objects, and a ki wave similar to Goku's Kamehameha."	"disk, razor, laser"
Vegeta	"One of his better known attacks is the , although he uses it only once in the Z series proper; during his battle against Goku in an attempt to destroy the Earth.{{Cite episode trans-"	"ref, name, title"
Vegeta	20s Defiant Smileƒ?? The Secret of Doctor Geroepisode-series-	"ball, dragon, ref"
Vegeta	!†æ???†?¬???Ÿ??Ÿ??Ÿ???????trans-	"†æ???†?¬???Ÿ??Ÿ??Ÿ???????, trans, title"
Vegeta	Trunks Summons a Storm episode-series-	"ball, link, series"
Vegeta	One of Vegeta's most commonly used tactics in the series is when he bombards an opponent with an array of small ki blasts.	"one, vegeta, commonly"
Vegeta	"He is not known to have an official name for this attack, but it is occasionally called ."	"known, official, name"
Vegeta	"Later on in the franchise, he develops an even more powerful version of his Final Flash attack, called ."	"flash, later, franchise"
Vegeta	"In Dragon Ball GT, Vegeta displays a powerful new attack, entitling it the , where he uses his left hand to fire off a massive beam of green ki that widens with distance.{{Cite episode trans-"	"attack, title, dragon"
Vegeta	The Two #17s Unite episode-series-trans-	"ball, dragon, ref"
Vegeta	episode-series-	"ball, link, series"
Vegeta	"Though he lost his Great Ape form, he gains the ability to transform into a Super Saiyan and, through training, can further transform into advanced states of Super Saiyan as the series continues. Vegeta later achieved the immensely powerful , ""Super Saiyan Blue"" for short, under Whis's tutelage."	"ref, toriyama, akira"
Vegeta	"It is later revealed that he now has access to the red-haired form, originally obtained by Goku, most notably during his fight against Broly. During his fight with Jiren, a mortal stronger than a destroyer, Vegeta unlocks an enhanced version of the Super Saiyan Blue form, evolving his transformation by breaking his limits by his own accord.{{cite episode"	"super, saiyan, vegeta"
Vegeta	Goku and Vegeta!	"vegeta, destruction, goku"
Vegeta	This training eventually culminates in Vegeta acquiring a form that he labels {{nihongoUltra Ego‘??†????????????‘æ‘??????Wagamama no Goku'ilit.	"training, eventually, culminates"
Vegeta	"""Secret of self-indulgence""}}, elevating him to be as powerful as Goku's completed Ultra Instinct. The Ultra Ego state allows Vegeta to become more powerful as he takes more damage."	"ultra, ref, dragon"
Vegeta	Vegeta can also fuse with Goku and create a warrior who has the combined power and skills of both.	"vegeta, also, fuse"
Vegeta	"One method is by using the Potara earrings, presented to Goku by the Kibitoshin."	"one, method, using"
Vegeta	"This results in a 'potara fusion' creating , who, in his reappearance in Dragon Ball Super, can also transform into a Super Saiyan God Super Saiyan."	"super, saiyan, results"
Vegeta	"The other method is by performing the 'Metamorese Fusion Dance', which creates ."	"method, performing, metamorese"
Vegeta	File:NYCC 2016 - M (30113091402).jpg	"reception, file, nycc"
Vegeta	"Vegeta has generally received praise by various reviewers from manga, anime and other media."	"vegeta, generally, received"
Vegeta	Theron Martin from Anime News Network noted Vegeta's pride as being partially responsible for the success of the series.	"theron, martin, anime"
Vegeta	"His fight against Goku during the final story arc was also commented to be very entertaining, despite its length as well as Goku and Vegeta's fighting styles, which Martin considered to have become stale. In another review, Theron noted Vegeta's overcoming his pride to help defeat Cell as the best scene from the fight against said antagonist due to how it creates the climax of the scene. Todd Douglass Jr. from DVD Talk commented on Vegeta's skills and anger, noting them to be a good combination for any fight even though it is a one-sided battle due to how powerful he is."	"dvd, web, url"
Vegeta	"Douglass called his reveal as a villain during the appearance of Babidi, ""the real meat"" of the story. Carlos Ross from Them Anime Reviews found Vegeta and Bulma's relationship to have too much comic potential and comments that such characterization was lost. Vegeta is a popular character in the series, placing fourth in the 1993 Dragon Ball character popularity poll voted on by Weekly Shnen Jump readers, and moved up to second in the 1995 one. In 2004, fans of the series voted him the second most popular character for a poll in the book Dragon Ball Forever. There has also been multiple criticism to his relationship with Bulma with writers finding it forced."	"ref, dragon, ball"
Vegeta	"In About.com ""Top 8 Anime Love Stories"", Vegeta and Bulma's relationship ranked second with Katherine Luther commenting that such a relationship was unpredictable by fans. Japanese voice actor Toru Furuya expressed shock Trunks was Bulma's and Vegeta's child from the future despite the fact that Yamcha and Bulma were often in a relationship and Yamcha was turned into a cheater to cause such change."	"com, anime, bulma"
Vegeta	"Hiromi Tsuru, Bulma's first Japanese actress, was also shocked by this change, believing her character would end with Yamcha.2004, TV Anime Guide: Dragon Ball Tenkaƒ??ichi Densetsu Bulma's voice actress joked that it was difficult for her to love Vegeta, having thought Bulma would end up with Yamcha. Mania Entertainment writer Briana Lawerence listed Vegeta 9th in the article 10 Male Headaches of Anime, criticizing his personality and his repeated desire to surpass Goku's power. Vegeta has appeared in the Anime Grand Prix poll taking high places in the category ""best male character"" in the 1991 poll and 1992 poll. Vegeta was placed twenty-first in IGN's 2009 top anime character of all-time list, calling him ""the original unmitigated bastard"" that preceded Light Yagami and Lelouch Lamperouge, and in the tenth spot in 2014. Vegeta came third on IGN's 2014 Top 10 Anime Villains list, stating, ""The most famous bad-guy-turned-not-so-bad in all of anime."	"web, url, archive"
Vegeta	"Vegeta started out as an alien punk with a sadistic streak and an inferiority complex, but over time he became one of Goku's friends, and every now and then, if he was feeling nice that day, he'd help save the world."	"vegeta, started, alien"
Vegeta	""" A Biglobe poll conducted in 2012 listed Vegeta at number 16 of Japanese fans' favorite tsundere characters, the highest among male characters on that list, and a Thai magazine about anime characters also listed him among male tsunderes. A poll by Viz Media, editor responsible for the publication of the series in North America and Europe, confirms that Vegeta is the most popular character in Dragon Ball Super.[https://www.ruetir.com/2021/07/31/vegeta-surpasses-goku-as-the-most-popular-character-in-dragon-ball-according-to-fans-ruetir/ ""Vegeta surpasses Goku as the most popular character in Dragon Ball according to fans."	"ref, web, url"
Vegeta	"""] Ruetir.com."	"dead, link, date"
Vegeta	Web.	web
Vegeta	"September 23, 2021.Brown, Urian."	"ref, september, 2021"
Vegeta	"[https://www.viz.com/blog/posts/dragon-ball-super-popularity-poll-results-aug-2021 ""Dragon Ball Super Popularity Poll Results Aug 2021.""]"	"dragon, ball, super"
Vegeta	Viz.com.	"https, web, viz"
Vegeta	Web.	web
Vegeta	"September 24, 2021. Both Goku and Vegeta were criticized for being too overpowered in Super to the point they steal the series' spotlight to the supporting cast while their strategies either lack complexity or create a plothole such as the time limit to the fusion Vegetto. Vegeta's quote ""It's Over 9000!"""	"super, ref, url"
Vegeta	has become an internet meme and a popular catchphrase referring to a large number or great quantity.	"become, internet, meme"
Vegeta	"The line originates from the 21st episode of the Ocean Productions English dub, ""The Return of Goku"", where Vegeta is voiced by Brian Drummond. The costume worn by the antagonist Erik Killmonger (Marvel Cinematic Universe) in the 2018 film Black Panther (film) is strikingly similar to Vegeta's costume."	"vegeta, dragon, ball"
Vegeta	"Killmonger is portrayed by Michael B. Jordan, who is known to be a fan of Dragon Ball. Jordan said Killmonger's battle armor may have been inspired by Vegeta's battle armor. American UFC fighter Marcus Brimage is an avid fan of Dragon Ball Z, even citing the series as one of his inspirations for taking up mixed-martial arts."	"killmonger, vegeta, url"
Vegeta	He names the first fight between Goku and Vegeta as one of his favorite battles in the series.[http://bleacherreport.com/articles/964872-marcus-brimage-credits-dbz-for-his-mma-career MMA: Marcus Brimage Credits Dragon Ball Z for His Career Choice] .	"marcus, brimage, credits"
Vegeta	"Bleacher Report (December 1, 2011)."	"bleacher, report, december"
Vegeta	Retrieved on 2013-06-28. American athlete Ronda Rousey wore a singlet referencing Vegeta and the 'It's Over 9000!'	"retrieved, 2013, ref"
Vegeta	"meme at Wrestlemania 31. Boca Juniors player Eduardo Salvio often celebrates his goals with a Dragon Ball Z reference, including Vegeta's Final Flash attack. American rapper Soulja Boy has two songs, titled ƒ??Animeƒ? and ƒ??Gokuƒ?, which reference Vegeta in the lyrics. In the song entitled ""Christ Conscious"" by Joey Badass, the song's lyrics include the following line: Got dragon balls, like my name was Vegeta. The demo version of the song from ""First Impressions"" by Thrice has a sample of Vegeta in the intro from the original Ocean dub: No way!"	"url, https, archive"
Vegeta	How?	N/A
Vegeta	It can't be!	N/A
Vegeta	Kakarot a Super Saiyan?	"kakarot, super, saiyan"
Vegeta	"But he's a low-class soldier, it doesn't make any sense!."	"low, class, soldier"
Vegeta	"The The TryForce released by the Comedy music group Starbomb features a song titled ""Vegeta's Serenade""."	"comedy, tryforce, third"
